aspect term	polarity	text	category
;thinkpad	 positive	I love my new ThinkPad!	 laptop
;null;battery;null	 positive positive positive	It gives me everything I need from a computer and with the long lasting battery, it also gives me mobility.	 laptop battery weight
;null	 positive	I can use it anywhere.	 weight
;null	 positive	It was a great purchase.	 laptop
;thinkpad	 positive	All the sturdy and substantial feel you expect from a Thinkpad.	 laptop
;null;null	 neutral positive	Average performance on almost every benchmark but priced accordingly.	 laptop price
;null	 negative	Below average on the w-fi adapter which I'm still trying to get to the bottom of.	 laptop
;null	 positive	Great laptop.	 laptop
;null	 positive	Fast.	 laptop
;null	 positive	Works very well.	 laptop
;null	 positive	Would purchase again.	 laptop
;null;null	 positive neutral	A good value for the money.	 laptop price
;null	 positive	Quite pleased with it.	 laptop
;null	 positive	Fast enough for my purposes.	 laptop
;null;null	 positive positive	No bloatware from third party parasites to uninstall.	 software laptop
;keyboard;screen	 positive positive	Excellent keyboard and crisp screen.	 keyboard display
;battery;processor;ram	 negative positive positive	Battery could be better but it has robust processor and plenty of RAM so that is a trade off I suppose.	 battery processor memory
;null	 positive	I'm glad to have it and it showed up in only a few days.	 laptop
;null;price	 neutral neutral	The laptop itself is very good, it could be better, but not bad at all for it's price point.	 laptop price
;null	 positive	It does everything I need.	 laptop
;windows 7	 positive	The big deal with this was Windows 7.	 os
;null	 positive	When I saw this I grabbed it.	 laptop
;null	 positive	It has met all my needs.	 laptop
;null	 positive	Just what I expected.	 laptop
;null	 positive	I don't have any complains about this computer	 laptop
;null;null	 positive positive	Outstanding laptop and very well built.	 laptop laptop
;display	 positive	The retina display is fantastic.	 display
;null	 positive	One of the best thing i have bought in years.	 laptop
;pc;pc;pc	 positive positive positive	Great PC, light and powerful.	 laptop laptop laptop
;null	 positive	Is just amazing.=)	 laptop
;display	 negative	The glare of the glossy-retina display is unbearable.	 display
;null;null	 negative negative	Do not buy a mac until this issue is resolved.	 laptop laptop
;null	 positive	Performs as advertised, if not better!	 laptop
;null	 positive	Super light weight (I never cared either way about weight until now).	 laptop
;null	 positive	Feels like solid state.	 laptop
;null	 positive	WONDERFUL machine;	 laptop
;null	 positive	glad I bought it.	 laptop
;null;null	 neutral neutral	Tiny, forgivable drawback - no ethernet cable outlet.	 laptop laptop
;null	 neutral	But that's not a deal-breaker.	 laptop
;null	 positive	SUPER LAPTOP!!	 laptop
;null	 positive	Will probably get another one for my wife!	 laptop
;null;null	 negative positive	a bit ugly,but works good	 laptop laptop
;design	 positive	I like the design rather sleek and light.	 laptop
;null;null	 neutral positive	I will give advise any prospective buyers this is not great laptop, Its good for web browsing and word processing	 laptop laptop
;null;price;keys	 positive neutral negative	Fantastic for the price - just wish it the keys were illuminated.	 laptop price keyboard
;null	 negative	If your on a budget.... Save up longer.	 laptop
;null	 negative	This laptop isn't worth a single cent.	 laptop
;null	 negative	I couldn't even install linux on it.	 laptop
;windows	 negative	Windows runs very poorly.	 os
;null	 negative	Just save your money and get something better.	 laptop
;price;null	 positive positive	awesome price for a laptop that lasts more than 8 hours without recharging!	 price battery
;null	 positive	awesome!	 laptop
;null	 negative	This laptop is a complete cheap junk.	 laptop
;null	 negative	By just looking at it you will realize it's crap.	 laptop
;null;null	 negative negative	It's not what you pay for.	 laptop price
;null	 negative	The case is made from cheap plastic.	 laptop
;null	 negative	In the description it said there is Bluetooth but no there isn't.	 laptop
;null	 negative	I'm warning you, You're wasting your money on this	 laptop
;null	 positive	Love the computer.	 laptop
;windows 8.1	 negative	Hate Windows 8.1!	 os
;disc compartment	 negative	It dosn't even have a disc compartment	 laptop
;null	 negative	Had to return the computer.	 laptop
;null	 negative	Keeps freezing	 laptop
;ethernet outlet	 negative	No ethernet outlet	 laptop
;disc drive	 negative	Disc drive will not open or function	 hardware
;null	 negative	Odd - unusual Dell Commands	 laptop
;null	 negative	Would have exchanged instantly - but had to use as if for College immediately.	 laptop
;null	 negative	Unimpressed.	 laptop
;null	 positive	Terrific laptop.	 laptop
;null	 positive	Works beautifully.	 laptop
;price	 positive	great price.	 price
;null	 positive	just what we needed for our daughter to do her on line math class	 laptop
;null	 positive	This is a great home computer.	 laptop
;null	 positive	It is very, very quiet.	 laptop
;null;key board	 positive negative	The only reason I didn't give it a 5 star is, I feel I have to reach so far to type on the key board.	 laptop keyboard
;keys	 negative	You also have to press firmly on the keys.	 keyboard
;null;prices	 positive positive	Otherwise this is a great computer great prices.	 laptop price
;null	 positive	Was easy to set up and has been easy to learn to use it.	 laptop
;null	 positive	Works good and is fast enough for me.	 laptop
;null;price	 positive positive	Good product for a good price.	 laptop price
;null	 negative	It was too cheaply constructed.	 laptop
;windows 8	 negative	It also gave me an introduction to Windows 8, which I hope will be discontinued it the future.	 os
;null;null	 negative negative	The Computer Is Horrible Its To Slow.	 laptop laptop
;null	 negative	The Thing That You Insert CDs Into Won't Open.	 hardware
;null	 negative	not a good computer at all.	 laptop
;null	 negative	We returned two days later.	 laptop
;null	 positive	They were excellent to handle our return and post our refund back into our account the next day.	 service
;null;price	 positive positive	Great price and computer!	 price laptop
;null	 positive	They loved it.	 laptop
;null;null;null	 positive positive positive	It's easy to operate and it's very light (my parents are almost 60 yo, they can't carry a heavy computer while traveling).	 laptop laptop weight
;null	 negative	But here's something I hadn't realized before buying it: there isn't an optical drive, which means NO CDs or DVDs!	 laptop
;null	 negative	This product was DOA.	 laptop
;display	 negative	Fired up and worked for the first day and then the display died on my wife while she was taking a timed test.	 display
;null	 negative	Would not recommend.	 laptop
;null	 positive	Pretty good laptop.	 laptop
;null	 positive	Good for basic stuff.	 laptop
;pc	 negative	Don't try to use to play any pc games or anything.	 laptop
;null	 neutral	Just for simple web browsing and media streaming.	 laptop
;null;price	 positive positive	Pretty premium feel for the low price.	 laptop price
;null	 negative	I have so much trouble turning the computer on.	 laptop
;null	 negative	It comes on for seconds then shuts itself off.	 laptop
;null	 negative	My mistake was to not research this one, no DVD and no place to insert my ad card to download pictures.	 laptop
;null	 negative	I should have waited to find a higher quality computer.	 laptop
;null;null;null	 positive positive positive	i'm very happy,this laptop is beatifull, is'nt slow at all.	 laptop laptop laptop
;null;null	 negative negative	but it doesn't have a cd unit, anyway the other thing is that the laptop does not have an ethernet port for cable connecting.	 laptop laptop
;null	 negative	just wifi....	 laptop
;screen;null	 positive positive	the screen is big, and everything was as described	 display laptop
;null	 positive	For everyday use, you can't really go wrong with this laptop.	 laptop
;null	 positive	If, like me, you will be paying bills, occasionally reading the news, or just buying stuff on line, Then this is a winner.	 laptop
;null	 negative	If you are a gamer or need it for heavy computer use, get something else.	 laptop
;null;null	 positive positive	It's a good starter computer that is extremely light on the wallet.	 laptop price
;null	 positive	Like i said, Good for basic stuff and as a starter.	 laptop
;window 8	 neutral	Still getting use to Window 8.	 os
;camera	 neutral	Has a built in camera which i do not use.	 laptop
;null	 neutral	Sturdy but only for typical wear and tear.	 laptop
