Word	" ""Score"""
Allium_ampeloprasum	0
Allium_ascalonicum	0
Allium_canadense	0
Allium_carinatum	0
Allium_cepa	0
Allium_cepa_aggregatum	0
Allium_cepa_viviparum	0
Allium_cernuum	0
Allium_fistulosum	0
Allium_haematochiton	0
Allium_neopolitanum	0
Allium_paradoxum	0
Allium_porrum	0
Allium_sativum	0
Allium_schoenoprasum	0
Allium_scorodoprasum	0
Allium_sphaerocephalum	0
Allium_tricoccum	0
Allium_triquetrum	0
Allium_tuberosum	0
Allium_ursinum	0
Allium_vineale	0
Alma-Ata	0
Almaty	0
Almighty	0
Almoravid	0
Alnico	0
Alnus	0
Alnus_crispa	0
Alnus_glutinosa	0
Alnus_incana	0
Alnus_maritima	0
Alnus_rhombifolia	0
Alnus_rubra	0
Alnus_rugosa	0
Alnus_serrulata	0
Alnus_veridis	0
Alnus_veridis_crispa	0
Alnus_vulgaris	0
Alocasia_macrorrhiza	0
Aloe_ferox	0
Aloe_vera	0
Aloeaceae	0
Aloha_State	0
Alois_Senefelder	0
Alonso	0
Alopecurus	0
Alopecurus_pratensis	0
Alopex	0
Alopex_lagopus	0
Alopiidae	0
Alopius	0
Alopius_vulpinus	0
Alosa	0
Alosa_alosa	0
Alosa_chrysocloris	0
Alosa_pseudoharengus	0
Alosa_sapidissima	0
Alouatta	0
Aloys_Senefelder	0
Alpena	0
Alpha_Centauri	0
Alpha_Crucis	0
Alpha_Geminorum	0
Alpha_Orionis	0
Alphonse_Bertillon	0
Alphonse_Capone	0
Alpine	0
Alpine_anemone	0
Alpine_besseya	0
Alpine_celery_pine	0
Alpine_enchanter's_nightshade	0
Alpine_fir	0
Alpine_glacier	0
Alpine_golden_chain	0
Alpine_lady_fern	0
Alpine_lift	0
Alpine_mouse-ear	0
Alpine_scurvy	0
Alpine_type_of_glacier	0
Alpine_woodsia	0
Alpinia	0
Alpinia_Zerumbet	0
Alpinia_galanga	0
Alpinia_officinalis	0
Alpinia_officinarum	0
Alpinia_purpurata	0
Alpinia_speciosa	0
Alpinism	0
Alps	0
Alsace	0
Alsatia	0
Alsatian	0
Alsatian	0
Alsobia	0
Alsobia_dianthiflora	0
Alsophila	0
Alsophila_pometaria	0
Alstonia	0
Alstonia_scholaris	0
Alstroemeria_pelegrina	0
Alstroemeriaceae	0
Altace	0
Altai_Mountains	0
Altaic	0
Altaic	0
Altaic_language	0
Altair	0
Altay_Mountains	0
Alternanthera	0
Alternanthera_philoxeroides	0
Althea_Gibson	0
Althea_officinalis	0
Althea_rosea	0
Alton_Glenn_Miller	0
Altoona	0
Alupent	0
Alvar_Aalto	0
Alvin_Ailey	0
Alyssum	0
Alytes	0
Alytes_cisternasi	0
Alytes_obstetricans	0
Alzheimer's	0
Alzheimer's_disease	0
Alzheimers	0
Am	0
Amaethon	0
Amandine_Aurore_Lucie_Dupin	0
Amanita	0
Amanita_caesarea	0
Amanita_mappa	0
Amanita_muscaria	0
Amanita_phalloides	0
Amanita_rubescens	0
Amanita_verna	0
Amaranthaceae	0
Amaranthus	0
Amaranthus_albus	0
Amaranthus_caudatus	0
Amaranthus_cruentus	0
Amaranthus_graecizans	0
Amaranthus_hybridus_erythrostachys	0
Amaranthus_hybridus_hypochondriacus	0
Amaranthus_hypochondriacus	0
Amaranthus_spinosus	0
Amarillo	0
Amaryllidaceae	0
Amaryllis_belladonna	0
Amaterasu	0
Amaterasu_Omikami	0
Amati	0
Amauropelta	0
Amazon	0
Amazon_River	0
Amazon_ant	0
Amazona	0
Amberboa	0
Amberboa_moschata	0
Ambloplites	0
Ambloplites_rupestris	0
Amblyrhynchus	0
Amblyrhynchus_cristatus	0
Ambrogio_Damiano_Achille_Ratti	0
Ambrose	0
Ambrose_Bierce	0
Ambrose_Everett_Burnside	0
Ambrose_Gwinett_Bierce	0
Ambrosia_artemisiifolia	0
Ambrosia_psilostachya	0
Ambrosia_trifida	0
Ambrosiaceae	0
Ambrosian	0
Ambystoma	0
Ambystoma_maculatum	0
Ambystoma_mexicanum	0
Ambystoma_talpoideum	0
Ambystoma_tigrinum	0
Ambystomatidae	0
Amedeo_Avogadro	0
Amedeo_Modigliano	0
Ameiuridae	0
Ameiurus	0
Ameiurus_Melas	0
Amelanchier	0
Amelanchier_alnifolia	0
Amelanchier_bartramiana	0
Amelia_Earhart	0
Amen	0
Amen-Ra	0
Amenhotep_IV	0
Amentiferae	0
America	0
American	0
American	0
American-Indian_language	0
American_Baptist_Convention	0
American_Civil_War	0
American_Dream	0
American_English	0
American_Falls	0
American_Federalist_Party	0
American_Federation_of_Labor	0
American_Federation_of_Labor_and_Congress_of_Industrial_Organizations	0
American_Indian	0
American_Indian_Day	0
American_Labor_Party	0
American_Legion	0
American_Party	0
American_Revised_Version	0
American_Revolution	0
American_Revolutionary_War	0
American_Revolutionary_leader	0
American_Samoa	0
American_Staffordshire_terrier	0
American_Standard_Code_for_Information_Interchange	0
American_Standard_Version	0
American_Stock_Exchange	0
American_Virgin_Islands	0
American_War_of_Independence	0
American_agave	0
American_alligator	0
American_aloe	0
American_angelica_tree	0
American_antelope	0
American_arborvitae	0
American_arrowroot	0
American_aspen	0
American_badger	0
American_barberry	0
American_basswood	0
American_beech	0
American_bison	0
American_bittern	0
American_bittersweet	0
American_black_bear	0
American_blight	0
American_bog_asphodel	0
American_brooklime	0
American_buffalo	0
American_bugbane	0
American_capital	0
American_centaury	0
American_chameleon	0
American_cheese	0
American_chestnut	0
American_cockroach	0
American_columbo	0
American_coot	0
American_copper	0
American_crab_apple	0
American_cranberry	0
American_cranberry_bush	0
American_crayfish	0
American_creeper	0
American_cress	0
American_crow	0
American_dewberry	0
American_dog_tick	0
American_dog_violet	0
American_dogwood	0
American_dwarf_birch	0
American_eagle	0
American_egret	0
American_elder	0
American_elk	0
American_elm	0
American_featherfoil	0
American_feverfew	0
American_flag	0
American_flagfish	0
American_fly_honeysuckle	0
American_flying_squirrel	0
American_football	0
American_football_game	0
American_foxhound	0
American_frogbit	0
American_gallinule	0
American_gentian	0
American_germander	0
American_ginseng	0
American_gray_birch	0
American_green_toad	0
American_grey_birch	0
American_hackberry	0
American_harvest_mouse	0
American_hazel	0
American_hellebore	0
American_holly	0
American_hop	0
American_hornbeam	0
American_ivy	0
American_kestrel	0
American_lady_crab	0
American_language	0
American_larch	0
American_laurel	0
American_leishmaniasis	0
American_licorice	0
American_lime	0
American_liquorice	0
American_lobster	0
American_lotus	0
American_magpie	0
American_maidenhair_fern	0
American_marten	0
American_mastodon	0
American_mastodont	0
American_merganser	0
American_mink	0
American_mistletoe	0
American_mountain_ash	0
American_oil_palm	0
American_olive	0
American_organ	0
American_oriole	0
American_parasol	0
American_parsley_fern	0
American_pasqueflower	0
American_pennyroyal	0
American_persimmon	0
American_pit_bull_terrier	0
American_plaice	0
American_plan	0
American_plane	0
American_pulsatilla	0
American_quaking_aspen	0
American_raspberry	0
American_rattlebox	0
American_red_elder	0
American_red_plum	0
American_red_squirrel	0
American_redstart	0
American_robin	0
American_rock_brake	0
American_sable	0
American_saddle_horse	0
American_shrew_mole	0
American_sign_language	0
American_smelt	0
American_smokewood	0
American_smooth_dogfish	0
American_spicebush	0
American_spikenard	0
American_star_grass	0
American_state	0
American_sweet_chestnut	0
American_sweet_gum	0
American_sycamore	0
American_toad	0
American_turkey_oak	0
American_twinflower	0
American_wall_fern	0
American_water_ouzel	0
American_water_shrew	0
American_water_spaniel	0
American_watercress	0
American_white_birch	0
American_white_oak	0
American_white_pine	0
American_widgeon	0
American_wistaria	0
American_wisteria	0
American_woodcock	0
American_wormseed	0
Americana	0
Americanisation	0
Americanise	0
Americanism	0
Americanization	0
Americanize	0
Americus_Vespucius	0
Amerigo_Vespucci	0
Amerind	0
Amerind	0
Amerindian	0
Amerindian_language	0
Amerindian_race	0
Amerindic	0
Amhara	0
Amharic	0
Amharic	0
Amia	0
Amia_calva	0
Amianthum	0
Amianthum_muscaetoxicum	0
Amianthum_muscitoxicum	0
Amiidae	0
Amish	0
Amish_sect	0
Amman	0
Ammobium_alatum	0
Ammodytes	0
Ammodytidae	0
Ammotragus	0
Ammotragus_lervia	0
Amniota	0
Amoebida	0
Amoebina	0
Amon	0
Amon-Ra	0
Amontillado	0
Amor	0
Amorpha_californica	0
Amorpha_canescens	0
Amorpha_fruticosa	0
Amorphophallus_campanulatus	0
Amorphophallus_paeonifolius	0
Amorphophallus_rivieri	0
Amorphophallus_titanum	0
Amos	0
Amoxil	0
Amoy	0
Amphibolips	0
Amphicarpa	0
Amphicarpa_bracteata	0
Amphicarpaea	0
Amphicarpaea_bracteata	0
Amphineura	0
Amphioxidae	0
Amphipoda	0
Amphiprion	0
Amphiprion_percula	0
Amphisbaena	0
Amphisbaenia	0
Amphisbaenidae	0
Amphitheatrum_Flavium	0
Amphiumidae	0
Amsinckia	0
Amsinckia_grandiflora	0
Amsinckia_intermedia	0
Amsler_grid	0
Amsonia	0
Amsonia_tabernaemontana	0
Amsterdam	0
Amun	0
Amun_Ra	0
Amundsen	0
Amur	0
Amur_River	0
Amur_privet	0
Amy_Lowell	0
Amy_Lyon	0
Amygdalaceae	0
Amygdalus	0
Amygdalus_communis	0
Amygdalus_communis_amara	0
Amytal	0
An_Nafud	0
An_Nefud	0
Ana	0
Anabantidae	0
Anabaptism	0
Anabaptist	0
Anabaptist_denomination	0
Anabas	0
Anabas_testudineus	0
Anabrus	0
Anabrus_simplex	0
Anacanthini	0
Anacardiaceae	0
Anacardium	0
Anacardium_occidentale	0
Anacin_III	0
Anacyclus	0
Anacyclus_pyrethrum	0
Anadenanthera	0
Anadenanthera_colubrina	0
Anagallis	0
Anagallis_arvensis	0
Anagallis_tenella	0
Anagasta	0
Anagasta_kuehniella	0
Anagyris	0
Anagyris_foetida	0
Anaheim	0
Ananas	0
Ananas_comosus	0
Ananias	0
Anaphalis	0
Anaphalis_margaritacea	0
Anaprox	0
Anapsida	0
Anapurna	0
Anarhichadidae	0
Anarhichas	0
Anas	0
Anas_acuta	0
Anas_americana	0
Anas_clypeata	0
Anas_crecca	0
Anas_discors	0
Anas_penelope	0
Anas_platyrhynchos	0
Anas_querquedula	0
Anas_rubripes	0
Anasa	0
Anasa_tristis	0
Anasazi	0
Anaspida	0
Anastatica	0
Anastatica_hierochuntica	0
Anastomus	0
Anatidae	0
Anatole_France	0
Anatoli_Karpov	0
Anatoli_Yevgenevich_Karpov	0
Anatolia	0
Anatolian	0
Anatolian_language	0
Anaxagoras	0
Anaximander	0
Anaximenes	0
Anchorage	0
Anchusa_capensis	0
Anchusa_officinalis	0
Anchusa_riparia	0
Ancient_Greek	0
Ancistrodon	0
Ancohuma	0
Ancylidae	0
Ancylostomatidae	0
Ancylus	0
Ancylus_fluviatilis	0
Andalucia	0
Andalusia	0
Andalusian	0
Andaman_Sea	0
Andaman_marble	0
Andaman_redwood	0
Andean	0
Andean_condor	0
Anders_Celsius	0
Andersen	0
Anderson	0
Andes	0
Andhra_Pradesh	0
Andira	0
Andira_inermis	0
Andorra	0
Andorran	0
Andorran	0
Andre_Derain	0
Andre_Eglevsky	0
Andre_Gide	0
Andre_Le_Notre	0
Andre_Maginot	0
Andre_Malraux	0
Andre_Markoff	0
Andre_Maurois	0
Andre_Paul_Guillaume_Gide	0
Andre_Weil	0
Andrea_Guarneri	0
Andrea_Mantegna	0
Andrea_Palladio	0
Andreaea	0
Andreaeales	0
Andreas_Vesalius	0
Andrei_Andreyevich_Gromyko	0
Andrei_Arsenevich_Tarkovsky	0
Andrei_Dimitrievich_Sakharov	0
Andrei_Gromyko	0
Andrei_Markov	0
Andrei_Sakharov	0
Andrei_Tarkovsky	0
Andrei_Voznesenski	0
Andrenidae	0
Andres_Martinez	0
Andres_Segovia	0
Andrew	0
Andrew's_clintonia	0
Andrew_Carnegie	0
Andrew_D._White	0
Andrew_Dickson_White	0
Andrew_Fielding_Huxley	0
Andrew_Huxley	0
Andrew_Jackson	0
Andrew_Jackson_Downing	0
Andrew_Johnson	0
Andrew_Lloyd_Webber	0
Andrew_Marvell	0
Andrew_Mellon	0
Andrew_W._Mellon	0
Andrew_William_Mellon	0
Andrew_Wyeth	0
Andrews	0
Andricus	0
Andrija_Mohorovicic	0
Andromeda	0
Andromeda_galaxy	0
Andromeda_glaucophylla	0
Andromeda_polifolia	0
Andropogon	0
Andropogon_furcatus	0
Andropogon_gerardii	0
Andropogon_scoparius	0
Andropogon_virginicus	0
Andrzej_Wajda	0
Andvari	0
Andy_Warhol	0
Aneides	0
Aneides_lugubris	0
Anemia	0
Anemia_adiantifolia	0
Anemone_Canadensis	0
Anemone_cylindrica	0
Anemone_ludoviciana	0
Anemone_nemorosa	0
Anemone_occidentalis	0
Anemone_pulsatilla	0
Anemone_quinquefolia	0
Anemone_riparia	0
Anemone_sylvestris	0
Anemone_tetonensis	0
Anemone_virginiana	0
Anemonella	0
Anemonella_thalictroides	0
Anemopsis	0
Anemopsis_californica	0
Anethum	0
Anethum_graveolens	0
Angara	0
Angara_River	0
Angas	0
Angel	-0.697253376
Angel_Falls	0.654661939
Angelica_Archangelica	0
Angelica_sylvestris	0
Angelo_Correr	0
Angelo_Guiseppe_Roncalli	0
Angelus	0
Angevin	0
Angevine	0
Angiopteris_evecta	0
Angiospermae	0
Angle	0
Anglesea	0
Anglesea_Island	0
Anglesey	0
Anglesey_Island	0
Anglia	0
Anglian	0
Anglican	0
Anglican	0
Anglican_Catholic	0
Anglican_Church	0
Anglican_Communion	0
Anglicanism	0
Anglicisation	0
Anglicism	0
Anglicization	0
Anglo-American	0
Anglo-Catholicism	0
Anglo-French	0
Anglo-Indian	0
Anglo-Indian	0
Anglo-Jewish	0
Anglo-Norman	0
Anglo-Saxon	0
Anglo-Saxon	0
Anglo-Saxon_deity	0
Anglo-catholic	0
Anglomania	0
Anglophilia	0
Anglophilic	0
Anglophobia	0
Anglophobic	0
Angola	0
Angolan	0
Angolan	0
Angolan_capital	0
Angolan_monetary_unit	0
Angolese	0
Angora	0
Angora_cat	0
Angora_goat	0
Angora_rabbit	0
Angostura_Bridge	0
Angraecum	0
Anguidae	0
Anguilla	0
Anguilla_sucklandii	0
Anguillan	0
Anguillan	0
Anguillidae	0
Anguilliformes	0
Anguillula	0
Anguillula_aceti	0
Anguis	0
Anguis_fragilis	0
Angus	0
Angus_Frank_Johnstone_Wilson	0
Angus_Og	0
Anhima	0
Anhima_cornuta	0
Anhimidae	0
Anhinga_anhinga	0
Anhingidae	0
Anicius_Manlius_Severinus_Boethius	0
Anigozanthus	0
Anigozanthus_manglesii	0
Animalia	0
Anisoptera	0
Anisotremus	0
Anisotremus_surinamensis	0
Anisotremus_virginicus	0
Anjou	0
Ankara	0
Ann_Arbor	0
Anna_Amalia_Mercouri	0
Anna_Eleanor_Roosevelt	0
Anna_Howard_Shaw	0
Anna_Mary_Robertson_Moses	0
Anna_Pavlova	0
Annaba	0
Annam	0
Annamese	0
Annamite	0
Annapolis	0
Annapurna	0
Anne	0
Anne_Boleyn	0
Anne_Bradstreet	0
Anne_Bronte	0
Anne_Dudley_Bradstreet	0
Anne_Hathaway	0
Anne_Hutchinson	0
Anne_Mansfield_Sullivan	0
Anne_Robert_Jacques_Turgot	0
Anne_Sexton	0
Anne_Sullivan	0
Annelida	0
Annie_Oakley	0
Anniellidae	0
Annona	0
Annona_cherimola	0
Annona_diversifolia	0
Annona_glabra	0
Annona_muricata	0
Annona_reticulata	0
Annona_squamosa	0
Annonaceae	0
Annunciation	0
Annunciation_Day	0
Annunciation_lily	0
Annwfn	0
Annwn	0
Anoa_depressicornis	0
Anoa_mindorensis	0
Anobiidae	0
Anodonta	0
Anoectochilus	0
Anogramma	0
Anogramma_leptophylla	0
Anolis	0
Anolis_carolinensis	0
Anomala	0
Anomala_orientalis	0
Anomalopidae	0
Anomalopteryx_oweni	0
Anomia	0
Anomia_ephippium	0
Anomiidae	0
Anopheles	0
Anoplophora_glabripennis	0
Anoplura	0
Anostraca	0
Anouilh	0
Anpu	0
Ansaid	0
Ansar_al-Islam	0
Ansar_al_Islam	0
Anselm	0
Anser	0
Anser_anser	0
Anser_cygnoides	0
Anseres	0
Anseriformes	0
Anserinae	0
Anshar	0
Antabuse	0
Antakiya	0
Antakya	0
Antalya	0
Antananarivo	0
Antarctic	0
Antarctic	0
Antarctic_Circle	0
Antarctic_Ocean	0
Antarctic_Peninsula	0
Antarctic_Zone	0
Antarctic_continent	0
Antarctica	0
Antares	0
Antedon	0
Antedonidae	0
Antennaria	0
Antennaria_dioica	0
Antennaria_plantaginifolia	0
Antennariidae	0
Anthemis	0
Anthemis_arvensis	0
Anthemis_cotula	0
Anthemis_nobilis	0
Anthemis_tinctoria	0
Antheraea	0
Antheraea_mylitta	0
Antheraea_pernyi	0
Antheraea_polyphemus	0
Anthericum	0
Anthericum_liliago	0
Anthericum_torreyi	0
Antheropeas	0
Antheropeas_wallacei	0
Anthidium	0
Anthoceropsida	0
Anthoceros	0
Anthocerotaceae	0
Anthocerotales	0
Anthonomus	0
Anthonomus_grandis	0
Anthony	0
Anthony_Burgess	0
Anthony_Charles_Lynton_Blair	0
Anthony_Comstock	0
Anthony_Hopkins	0
Anthony_Trollope	0
Anthony_Vandyke	0
Anthony_Wayne	0
Anthophyta	0
Anthozoa	0
Anthrenus_scrophulariae	0
Anthriscus	0
Anthriscus_cereifolium	0
Anthriscus_sylvestris	0
Anthropoidea	0
Anthurium_andraeanum	0
Anthurium_scherzerianum	0
Anthus	0
Anthus_pratensis	0
Anthyllis	0
Anthyllis_barba-jovis	0
Anthyllis_vulneraria	0
Anti-Imperialist_International_Brigade	0
Anti-Masonic_Party	0
Antichrist	0
Antido	0
Antidorcas	0
Antidorcas_euchore	0
Antidorcas_marsupialis	0
Antigone	0
Antigonia	0
Antigonus	0
Antigonus_Cyclops	0
Antigua	0
Antigua_and_Barbuda	0
Antiguan	0
Antiguan	0
Antilles	0
Antilocapra	0
Antilocapra_americana	0
Antilocapridae	0
Antilope	0
Antilope_cervicapra	0
Antioch	0
Antirrhinum	0
Antirrhinum_coulterianum	0
Antirrhinum_filipes	0
Antirrhinum_majus	0
Antivert	0
Antlia	0
Antofagasta	0
Antoine_Domino	0
Antoine_Henri_Becquerel	0
Antoine_Laurent_Lavoisier	0
Antoine_Laurent_de_Jussieu	0
Antoine_Lavoisier	0
Anton_Bruckner	0
Anton_Chekhov	0
Anton_Chekov	0
Anton_Gregor_Rubinstein	0
Anton_Grigorevich_Rubinstein	0
Anton_Pavlovich_Chekhov	0
Anton_Pavlovich_Chekov	0
Anton_Rubenstein	0
Anton_van_Leeuwenhoek	0
Anton_van_Leuwenhoek	0
Antonin_Dvorak	0
Antonine_Wall	0
Antoninus	0
Antonio_Allegri_da_Correggio	0
Antonio_Gaudi	0
Antonio_Gaudi_i_Cornet	0
Antonio_Ghislieri	0
Antonio_Lopez_de_Santa_Ana	0
Antonio_Lopez_de_Santa_Anna	0
Antonio_Lucio_Vivaldi	0
Antonio_Pignatelli	0
Antonio_Stradivari	0
Antonio_Vivaldi	0
Antonius	0
Antonius_Pius	0
Antonius_Stradivarius	0
Antony	0
Antony_Tudor	0
Antrozous	0
Antrozous_pallidus	0
Antum	0
Antwerp	0
Antwerpen	0
Anu	0
Anubis	0
Anunnaki	0
Anura	0
Anvers	0
Anwar_Sadat	0
Anwar_el-Sadat	0
Anzac	0
Anzio	0
Aotus	0
Aotus_trivirgatus	0
Apache	0
Apalachicola	0
Apalachicola_River	0
Apalachicola_rosemary	0
Apatosaurus_excelsus	0
Apatura	0
Apatura_iris	0
Apeldoorn	0
Apennines	0
Apgar_score	0
Aphasmidia	0
Aphididae	0
Aphidoidea	0
Aphis	0
Aphis_fabae	0
Aphis_pomi	0
Aphriza	0
Aphriza_virgata	0
Aphrodite	0
Aphrophora	0
Aphrophora_saratogensis	0
Aphyllanthaceae	0
Aphyllanthes	0
Aphyllophorales	0
Apia	0
Apiaceae	0
Apidae	0
Apios	0
Apios_americana	0
Apios_tuberosa	0
Apis	0
Apis_mellifera	0
Apis_mellifera_adansonii	0
Apis_mellifera_scutellata	0
Apium	0
Apium_graveolens	0
Apium_graveolens_dulce	0
Apium_graveolens_rapaceum	0
Aplacophora	0
Aplectrum	0
Aplectrum_hyemale	0
Aplodontia	0
Aplodontia_rufa	0
Aplodontiidae	0
Aplysia	0
Aplysia_punctata	0
Aplysiidae	0
Apocalypse	-0.31712
Apocrypha	0
Apocryphal	0
Apocynaceae	0
Apocynum	0
Apocynum_androsaemifolium	0
Apocynum_cannabinum	0
Apocynum_pumilum	0
Apodemus	0
Apodemus_sylvaticus	0
Apodidae	0
Apodiformes	0
Apogon	0
Apogon_maculatus	0
Apogonidae	0
Apoidea	0
Apollinaire	0
Apollo	0
Apollo_asteroid	0
Apollo_program	0
Aporocactus	0
Aporocactus_flagelliformis	0
Apostelic_Father	0
Apostle	0
Apostle_Paul	0
Apostle_of_Germany	0
Apostle_of_the_Gentiles	0
Appalachia	0
Appalachian	0
Appalachian	0
Appalachian_Mountains	0
Appalachians	0
Appaloosa	0
Appenzeller	0
Appian_Way	0
Appleton	0
Appleton_layer	0
Apr	0
Apresoline	0
April	0
April_14	0
April_Fools'	0
April_Fools'_day	0
April_fool	0
Apsu	0
Aptenodytes	0
Aptenodytes_forsteri	0
Aptenodytes_patagonica	0
Apterygidae	0
Apterygiformes	0
Apulia	0
Apus	0
Apus_apus	0
Aqaba	0
Aqua-Lung	0
Aquarius	0
Aquarius_the_Water_Bearer	0
Aquifoliaceae	0
Aquila	0
Aquila_chrysaetos	0
Aquila_degli_Abruzzi	0
Aquila_rapax	0
Aquilegia_caerulea	0
Aquilegia_canadensis	0
Aquilegia_scopulorum_calcarea	0
Aquilegia_vulgaris	0
Aquinas	0
Aquitaine	0
Aquitania	0
Ar	0
Ar_Rimsal	0
Ara	0
Arab	0
Arab-Berbers	0
Arab-Israeli_War	0
Arab_League	0
Arab_Republic_of_Egypt	0
Arab_Revolutionary_Brigades	0
Arab_chief	0
Arabia	0
Arabian	0
Arabian	0
Arabian_Desert	0
Arabian_Gulf	0
Arabian_Nights	0
Arabian_Nights'_Entertainment	0
Arabian_Peninsula	0
Arabian_Sea	0
Arabian_camel	0
Arabian_coffee	0
Arabian_jasmine	0
Arabian_tea	0
Arabic	0
Arabic	0
Arabic_alphabet	0
Arabic_language	0
Arabic_numeral	0
Arabidopsis	0
Arabidopsis_lyrata	0
Arabidopsis_thaliana	0
Arabis	0
Arabis_Canadensis	0
Arabis_glabra	0
Arabis_turrita	0
Arabist	0
Araceae	0
Arachis	0
Arachis_hypogaea	0
Arachnida	0
Arafat	0
Arafura_Sea	0
Aragon	0
Araguaia	0
Araguaia_River	0
Araguaya	0
Araguaya_River	0
Aral_Sea	0
Arales	0
Aralia_elata	0
Aralia_hispida	0
Aralia_nudicaulis	0
Aralia_racemosa	0
Aralia_spinosa	0
Aralia_stipulata	0
Araliaceae	0
Aram	0
Aram_Ilich_Khachaturian	0
Aram_Kachaturian	0
Aram_Khachaturian	0
Aramaean	0
Aramaean	0
Aramaic	0
Aramaic	0
Aramaic_script	0
Aramean	0
Aramean	0
Aramus	0
Aramus_guarauna	0
Aramus_pictus	0
Aran_Islands	0
Aranea	0
Aranea_diademata	0
Araneae	0
Araneida	0
Araneus	0
Araneus_cavaticus	0
Aranyaka	0
Arapaho	0
Arapahoe	0
Ararat	0
Aras	0
Arauca	0
Araucaria_araucana	0
Araucaria_bidwillii	0
Araucaria_columnaris	0
Araucaria_cunninghamii	0
Araucaria_excelsa	0
Araucaria_heterophylla	0
Araucariaceae	0
Araujia	0
Araujia_sericofera	0
Arava	0
Arawak	0
Arawakan	0
Arawakan	0
Arawn	0
Araxes	0
Arbor_Day	0
Arbutus_menziesii	0
Arbutus_unedo	0
Arca	0
Arcadia	0
Arcadian	0
Arcadic	0
Arcadic_dialect	0
Arcado-Cyprians	0
Arcangelo_Corelli	0
Arcellidae	0
Arceuthobium	0
Arceuthobium_pusillum	0
Archaeopteryx_lithographica	0
Archaeornithes	0
Archaeozoic	0
Archaeozoic_aeon	0
Archean	0
Archean_aeon	0
Archean_eon	0
Archeozoic	0
Archeozoic_eon	0
Archer	0
Arches_National_Park	0
Archiannelida	0
Archibald_MacLeish	0
Archibald_Percival_Wavell	0
Archidiskidon	0
Archidiskidon_imperator	0
Archilochus	0
Archilochus_colubris	0
Archimedes	0
Archimedes'_principle	0
Archosargus	0
Archosargus_probatocephalus	0
Archosargus_rhomboidalis	0
Archosauria	0
Arcidae	0
Arctic	0
Arctic	0
Arctic_Archipelago	0
Arctic_Circle	0
Arctic_Ocean	0
Arctic_Zone	0
Arctic_char	0
Arctic_fox	0
Arctic_ground_squirrel	0
Arctic_hare	0
Arctic_mouse-ear	0
Arctic_wolf	0
Arctictis	0
Arctictis_bintourong	0
Arctiidae	0
Arctium	0
Arctium_lappa	0
Arctium_minus	0
Arctocebus	0
Arctocebus_calabarensis	0
Arctocephalus	0
Arctocephalus_philippi	0
Arctonyx	0
Arctonyx_collaris	0
Arctostaphylos	0
Arctostaphylos_alpina	0
Arctostaphylos_andersonii	0
Arctostaphylos_manzanita	0
Arctostaphylos_tomentosa	0
Arctostaphylos_uva-ursi	0
Arctotis	0
Arctotis_stoechadifolia	0
Arctotis_venusta	0
Arcturus	0
Ardea	0
Ardea_herodius	0
Ardea_occidentalis	0
Ardeidae	0
Ardennes	0
Ardennes_counteroffensive	0
Ardisia	0
Ardisia_crenata	0
Ardisia_escallonoides	0
Ardisia_paniculata	0
Areca_catechu	0
Arecaceae	0
Arecidae	0
Arenaria	0
Arenaria-Melanocephala	0
Arenaria_caroliniana	0
Arenaria_groenlandica	0
Arenaria_interpres	0
Arenaria_peploides	0
Arenaria_serpyllifolia	0
Arenaria_stricta	0
Arenaviridae	0
Arendt	0
Arenga	0
Arenga_pinnata	0
Areopagite	0
Areopagus	0
Arequipa	0
Ares	0
Arethusa_bulbosa	0
Argasidae	0
Argemone_mexicana	0
Argentina	0
Argentine	0
Argentine_Republic	0
Argentine_hemorrhagic_fever	0
Argentine_monetary_unit	0
Argentinian	0
Argentinian	0
Argentinidae	0
Argiope	0
Argiope_aurantia	0
Argiopidae	0
Argive	0
Argive	0
Argo	0
Argonaut	0
Argonauta	0
Argonauta_argo	0
Argonautidae	0
Argonne	0
Argonne_Forest	0
Argos	0
Argun	0
Argun_River	0
Argus	0
Argusianus	0
Argynnis	0
Argyranthemum	0
Argyranthemum_frutescens	0
Argyreia	0
Argyrol	0
Argyrotaenia	0
Argyrotaenia_citrana	0
Argyroxiphium	0
Argyroxiphium_sandwicense	0
Arhant	0
Arhat	0
Arhus	0
Ariadne	0
Ariana	0
Arianism	0
Arianrhod	0
Arianrod	0
Aricara	0
Aries	0
Aries_the_Ram	0
Ariidae	0
Arikara	0
Arilus	0
Arilus_cristatus	0
Ariocarpus	0
Ariocarpus_fissuratus	0
Ariomma	0
Arisaema	0
Arisaema_atrorubens	0
Arisaema_dracontium	0
Arisaema_triphyllum	0
Arisarum	0
Arisarum_vulgare	0
Aristarchus	0
Aristarchus_of_Samos	0
Aristide_Maillol	0
Aristocort	0
Aristolochia	0
Aristolochia_clematitis	0
Aristolochia_durior	0
Aristolochia_macrophylla	0
Aristolochia_serpentaria	0
Aristolochiaceae	0
Aristolochiales	0
Aristopak	0
Aristophanes	0
Aristotelean	0
Aristotelean	0
Aristotelia	0
Aristotelia_racemosa	0
Aristotelia_serrata	0
Aristotelian	0
Aristotelian	0
Aristotelian_logic	0
Aristotelianism	0
Aristotelic	0
Aristotle	0
Arius	0
Arizona	0
Arizona_ash	0
Arizona_cypress	0
Arizona_elegans	0
Arizona_sycamore	0
Arizona_white_oak	0
Arizona_wild_cotton	0
Arizonan	0
Arizonian	0
Arjuna	0
