aspect term	category	polarity	text
;place;people	 hotel service	 positive positive	Great place and great people...
;cook	 food	 negative	Perhaps our table was a bit on the boring side, but the cook didn't even ineract with us.
;concierge	 service	 positive	I had to leave immediately after my conference and the concierge arranged for a cab to be there waiting for me so I could make my flight.
;null	 hotel	 neutral	We stayed at The Benjamin from Feb 18-24.
;the majestic	 hotel	 positive	The Majestic did not disappoint in most areas.
;white house	 location	 neutral	The White House is about two blocks from the hotel and you certainly can't see it from the hotel.
;bathroom	 rooms	 positive	The bathroom was decorated with marble tile and granite countertop.
;beds	 rooms	 positive	The beds were heavenly as promised, and the dual shower was great too.
;resort grounds	 building	 positive	The resort grounds are beautiful.
;hotel	 hotel	 positive	My new favorite hotel!
;located	 location	 positive	it is located a 10 minute walk to the mtero system and close to major streets so that you can take the buses if you are brave enough.
;cafe	 food	 positive	The cafe had opened downstairs so we were able to grab something light and easy for breaky.
;null;staff	 building service	 positive positive	It's a beautifully designed, well appointed and friendly staffed hotel.
;staff	 service	 positive	Staff were always pleasant and helpful.
;null	 hotel	 positive	Very Nice!
;room	 rooms	 neutral	Quiet for the most part, the room was adequate but could use some minor remodeling.
;jacuzzi	 rooms	 positive	It had a 2 person jacuzzi.
;null;desk clerk	 checkin service	 negative negative	When we arrived at the hotel after a full day of travel the desk clerk kept us waiting for several minutes without so much as a hello.
;public spaces;art work	 building building	 positive positive	The design of the public spaces is very imaginative and the art work throughout the hotel is excellent.
;located	 location	 positive	It is located conveniently close to public transportation and we have always been given good directions at the front desk.
;null	 hotel	 positive	All that I expected and much, much more!
;hotel;rooms	 cleanliness rooms	 positive positive	The hotel is clean, the rooms were comfortable.
;null	 hotel	 positive	We will definitely return.
;dessert	 food	 negative	The dessert that is served is the same ones that come from the main buffet.
;rooms	 rooms	 negative	The only fault we would find is in the lack of tea and coffee making facilities in the rooms.
;wifi	 value	 negative	The other thing we did not like is that, although the hotel has free WiFi, if you don't bring your laptop, using the hotel's computers costs 6 euros an hour.
;meal	 food	 positive	The meal arrived in about 35 minutes and was v.good.
;null	 service	 neutral	Also bring comfy shoes, ALOT of walking, take advantage of the golf carts to bring you to the other hotels at night.
;location	 location	 positive	Inglaterra hotel for 3 nights in February, the hotel was in an excellent location just off La Rambla.
;null	 hotel	 neutral	Perhaps a bit long.
;null	 food	 neutral	It looked nice, whatever there was of it.
;staff	 service	 positive	The staff were excellent- very friendly even during and after the earthquake.
;located	 location	 positive	Hotel is located within 500m of the Duomo and within easy walking distance of all the major sights.
;restaurants	 food	 positive	There are some amazing ( and not touristy ) restaurants a short cab ride away on Kapahulu Ave. that offer a variety of reasonable ethnic cuisine.
;located	 location	 positive	The hotel is located in a pretty good location, in the shopping district and about a 1/2 mile walk to Pike's Market.
;null	 hotel	 positive	The experience was first class all the way.
;hotel	 hotel	 positive	This is a FABULOUS hotel.
;rooms	 rooms	 negative	One of the smallest rooms in any Best Western I have stayed in.
;casino	 hotel	 negative	The casino there is a bit sketchy.....many of the machines were not functioning properly and the atmosphere was not pleasant....small is not even close.
;staff	 service	 positive	There is a small bar and the staff are very friendly and helpful.
;bathroom door;beds;pillows;bedding	 rooms rooms rooms rooms	 positive positive positive positive	I loved te sliding bathroom door and the beds were very comfy and so were the pillows and bedding.
;lobster bisque;lunch buffet soup;food;mexican;caribbean;restaurants;front desk staff;room;window;shower;honeymoon suite;groundskeeping staff;cascade pool area;waiter/bus boy	 food food food food food food checkin rooms rooms rooms rooms service service service	 negative negative negative negative negative negative negative negative negative negative negative negative negative negative	and front desk staff not at all friendly...very polite and professional, but cold and unapologetic; groundskeeping staff too noisy early in morning; cascade pool area was smaller to very crowded...no secluded/quiet areas; cascade pool area is NOT free, regardless of what it says in the room directory; food was ok, but all started to taste the same...last night's lobster bisque was the next day's lunch buffet soup, etc; good attempt at an upscale menu, but the food never quite tasted up to par...best dishes were the ones that had some spice or marinade, like mexican or caribbean (it's what they know/do best); Quisqueya (gourmet) restaurant had the worst service of all restaurants...the other restaurants, even the buffets, all had 3 cutlery services at each place setting (appetizer, entree, dessert) so each setting was removed after being used...the gourmet restaurant had only once setting per person and the waiter/bus boy (we were never sure who was who) took the dirty silver off the plate and put it on the table to be used for the next course...yuck...this happened on all 3 visits to the Quisqueya;The Ugly; It took 4 days to get a room change due to the staff noise...middle of the night bottle recycling outside our window...and the shower was broken in our new room...the Honeymoon Suite!;
;room	 rooms	 negative	The only other issue we had is that you can hear everything in the room next door through the connecting locked door.
;reception staff;reception staff	 checkin service	 positive positive	Our weekend got off to a bad start when one girl had her purse pinched on the metro (be very careful) but the reception staff were very helpful and told us exactly what we needed to do and where the police station was.
;reception staff	 checkin	 positive	All reception staff were great and more than ready to answer any questions we might have had.
;st vincents	 hotel	 negative	I not only plan on contacting St Vincents, my credit card company, but state and local authorities.
;corner room	 rooms	 positive	Our corner room doubled as a fire escape, which allowed opening the window for fresh air.
;food;french;texas;mexican;dominican;italian;seafood;oriental	 food food food food food food food food	 positive positive positive positive positive positive positive positive	Food, choose from French,Texas style, Mexican, Dominican, Italian, Seafood, or Oriental.
